Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
51;PL-2022-010567;krytyczny;31.03.2022;01.04.2022;kolejowy;wielkie pud³o;biuro;Micha³ Komornicki;K03121;centralny;mazowieckie;Warszawa;00-686;Artyku³y biurowe;Etykiety;Avery 485;75,18;6;0;35,3346
52;PL-2022-010624;wysoki;22.12.2022;24.12.2022;standardowy;opakowanie;korporacja;Tadeusz Komorników;K00894;po³udniowy;œl¹skie;Ruda Œl¹ska;41-710;Meble;Umeblowanie;Longer-Life Soft White Bulbs;6,16;2;0;2,9568
57;PL-2022-010949;krytyczny;01.04.2022;02.04.2022;kolejowy;wielkie pud³o;ma³a firma;Micha³ Kureka;K00272;pó³nocny;kujawsko-pomorskie;Toruñ;87-103;Artyku³y biurowe;Papier;Xerox 232;32,4;5;0;15,552
59;PL-2022-010982;nieokreœlony;12.12.2022;13.12.2022;standardowy;ma³e pude³ko;biuro;Zbigniew Liczaba;K03106;po³udniowo-zachodni;dolnoœl¹skie;Wroc³aw;50-375;Artyku³y biurowe;Papier;Array Parchment Paper, Assorted Colors;14,56;2;0;6,9888
60;PL-2022-010982;krytyczny;12.12.2022;14.12.2022;standardowy;ma³e pude³ko;biuro;Robert Liczak;K03106;po³udniowo-zachodni;dolnoœl¹skie;Wroc³aw;50-375;Technologia;Akcesoria;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;30;2;0;3,3
61;PL-2022-010982;wysoki;12.12.2022;14.12.2022;ekspresowy;worek;biuro;Micha³ Likary;K03106;po³udniowo-zachodni;dolnoœl¹skie;Wroc³aw;50-375;Artyku³y biurowe;Segregatory;Plastic Binding Combs;48,48;4;0,2;16,362
71;PL-2022-011683;niski;09.02.2022;09.02.2022;standardowy;ma³e pude³ko;korporacja;Robert Moczyd³o;K01313;pó³nocno-zachodni;wielkopolskie;Poznañ;61-689;Artyku³y biurowe;Segregatory;Avery Binding System Hidden Tab Executive Style Index Sets;4,616;1;0,2;1,731
75;PL-2022-011808;nieokreœlony;02.08.2022;03.08.2022;kolejowy;wielkie pud³o;korporacja;Krystyna Pilecki;K03289;po³udniowy;ma³opolskie;Kraków;31-020;Artyku³y biurowe;Magazynowanie;Safco Industrial Wire Shelving System;72,784;1;0,2;-18,196
76;PL-2022-011874;niski;11.09.2022;13.09.2022;standardowy;ma³e pude³ko;korporacja;Krystyna Policka;K03289;po³udniowy;ma³opolskie;Kraków;31-020;Artyku³y biurowe;Segregatory;Economy Binders;1,248;3;0,8;-1,9344
77;PL-2022-011874;wysoki;11.09.2022;11.09.2022;standardowy;ma³e pude³ko;korporacja;Krzysztof Policki;K03289;po³udniowy;ma³opolskie;Kraków;31-020;Meble;Umeblowanie;"6"" Cubicle Wall Clock, Black";9,708;3;0,6;-5,8248
80;PL-2022-012129;nieokreœlony;27.12.2022;30.12.2022;kolejowy;paleta;korporacja;Krystyna Polkowiak;K01402;centralny;³ódzkie;£ódŸ;90-326;Artyku³y biurowe;Urz¹dzenia;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";208,16;1;0;56,2032
83;PL-2022-012256;krytyczny;20.12.2022;22.12.2022;standardowy;ma³e pude³ko;biuro;Zbigniew Rudak;K01745;po³udniowo-zachodni;dolnoœl¹skie;Legnica;59-220;Artyku³y biurowe;Magazynowanie;Sortfiler Multipurpose Personal File Organizer, Black;21,39;1;0;6,2031
87;PL-2022-012804;niski;27.05.2022;30.05.2022;standardowy;ma³e pude³ko;biuro;Zbigniew Sulik;K02670;po³udniowy;ma³opolskie;Kraków;31-477;Technologia;Akcesoria;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;19,99;1;0;6,7966
88;PL-2022-012804;niski;27.05.2022;29.05.2022;standardowy;worek;biuro;Robert Sulikowski;K02670;po³udniowy;ma³opolskie;Kraków;31-477;Artyku³y biurowe;Etykiety;Avery 511;6,16;2;0;2,9568
89;PL-2022-012804;krytyczny;27.05.2022;29.05.2022;ekspresowy;ma³e pude³ko;biuro;Robert Surma;K02670;po³udniowy;ma³opolskie;Kraków;31-477;Artyku³y biurowe;Magazynowanie;Eldon Portable Mobile Manager;158,368;7;0,2;13,8572
95;PL-2022-085831;krytyczny;22.02.2022;23.02.2022;standardowy;opakowanie;korporacja;Zbigniew Twardzioch;K02868;wschodni;podkarpackie;Kañczuga;37-220;Artyku³y biurowe;Segregatory;Ibico Standard Transparent Covers;32,96;2;0;16,1504
112;PL-2022-085927;œredni;20.11.2022;29.11.2022;standardowy;ma³e pude³ko;korporacja;Aleksandra Bartczak;K02628;po³udniowo-zachodni;dolnoœl¹skie;Przemków;59-170;Artyku³y biurowe;Sztuka;Hunt PowerHouse Electric Pencil Sharpener, Blue;75,96;2;0;22,788
113;PL-2022-085934;nieokreœlony;09.05.2022;11.05.2022;ekspresowy;œrednie pude³ko;korporacja;Aleksandra Bartkowiak;K02846;centralny;³ódzkie;Stryków;95-010;Artyku³y biurowe;Segregatory;"Avery Durable Plastic 1"" Binders";27,24;6;0;13,3476
115;PL-2022-085934;œredni;09.05.2022;10.05.2022;standardowy;ma³e pude³ko;korporacja;Agata Bia³ek;K02846;centralny;³ódzkie;Stryków;95-010;Artyku³y biurowe;Koperty;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;4,72;2;0,2;1,652
116;PL-2022-085934;œredni;09.05.2022;12.05.2022;standardowy;ma³e pude³ko;korporacja;Anna Bilska;K02846;centralny;³ódzkie;Stryków;95-010;Artyku³y biurowe;Papier;Xerox 1921;23,976;3;0,2;7,4925
119;PL-2022-085960;wysoki;02.05.2022;04.05.2022;standardowy;du¿e pude³ko;biuro;Krystian Borowiak;K02280;wschodni;œwiêtokrzyskie;Radoszyce;26-230;Artyku³y biurowe;Segregatory;GBC DocuBind 300 Electric Binding Machine;157,794;1;0,7;-115,7156
123;PL-2022-086007;œredni;06.04.2022;08.04.2022;standardowy;worek;korporacja;Milena Bresiñska;K02138;po³udniowy;ma³opolskie;Trzciana;32-733;Artyku³y biurowe;Koperty;Globe Weis Peel & Seel First Class Envelopes;115,02;9;0;51,759
124;PL-2022-086007;krytyczny;06.04.2022;08.04.2022;standardowy;worek;korporacja;Agnieszka Bruch;K02138;po³udniowy;ma³opolskie;Trzciana;32-733;Technologia;Telefony;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7;68,04;7;0;19,7316
143;PL-2022-085985;wysoki;14.01.2022;15.01.2022;standardowy;ma³e pude³ko;osoba fizyczna;Katarzyna Czeka³a;K03341;wschodni;lubelskie;Dorohusk;22-175;Artyku³y biurowe;Koperty;Convenience Packs of Business Envelopes;10,86;3;0;5,1042
144;PL-2022-086135;niski;03.10.2022;04.10.2022;kolejowy;paleta;osoba fizyczna;Malwina Czeszewska;K00303;pó³nocny;kujawsko-pomorskie;Nowe;86-170;Artyku³y biurowe;Papier;Xerox 1911;143,7;3;0;68,976
145;PL-2022-086135;œredni;03.10.2022;05.10.2022;standardowy;ma³e pude³ko;osoba fizyczna;Ma³gorzata Daniszewska;K00303;pó³nocny;kujawsko-pomorskie;Nowe;86-170;Artyku³y biurowe;Urz¹dzenia;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;839,43;3;0;218,2518
147;PL-2022-086148;nieokreœlony;20.03.2022;22.03.2022;standardowy;ma³e pude³ko;korporacja;Szymon D³utkowski;K01403;centralny;mazowieckie;Baboszewo;09-130;Meble;Umeblowanie;"Seth Thomas 14"" Putty-Colored Wall Clock";93,888;4;0,2;12,9096
148;PL-2022-086148;nieokreœlony;20.03.2022;22.03.2022;standardowy;ma³e pude³ko;korporacja;Alicja Dobrzycka;K01404;po³udniowy;œl¹skie;£aziska Górne;43-170;Technologia;Telefony;Plantronics Cordless Phone Headset with In-line Volume - M214C;384,45;11;0;103,8015
151;PL-2022-086161;niski;21.03.2022;23.03.2022;standardowy;œrednie pude³ko;ma³a firma;Eliza Duda;K01295;wschodni;podlaskie;Ma³y P³ock;18-500;Artyku³y biurowe;Segregatory;GBC Prestige Therm-A-Bind Covers;171,55;5;0;80,6285
160;PL-2022-086202;krytyczny;04.03.2022;11.03.2022;kolejowy;wielkie pud³o;korporacja;Katarzyna Furmaniuk;K03038;po³udniowy;œl¹skie;K³obuck;42-100;Technologia;Telefony;Avaya 5420 Digital phone;944,93;7;0;236,2325
163;PL-2022-086219;niski;17.12.2022;20.12.2022;standardowy;œrednie pude³ko;biuro;Joanna Gierczyñska;K01628;centralny;³ódzkie;Wolbórz;97-320;Artyku³y biurowe;Koperty;Staple envelope;28,4;5;0;13,348
174;PL-2022-086277;niski;09.10.2022;11.10.2022;standardowy;ma³e pude³ko;biuro;Krzysztof Jakubowski;K00254;po³udniowo-zachodni;opolskie;Chrz¹stowice;46-053;Meble;Krzes³a;Global Value Steno Chair, Gray;340,144;7;0,2;21,259
177;PL-2022-086290;wysoki;19.08.2022;20.08.2022;standardowy;ma³e pude³ko;korporacja;Marta Janik;K03330;po³udniowy;œl¹skie;Tarnowskie Góry;42-600;Artyku³y biurowe;Urz¹dzenia;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;97,264;4;0,8;-243,16
186;PL-2022-086337;niski;14.07.2022;15.07.2022;standardowy;ma³e pude³ko;osoba fizyczna;Anna Kabaciñska;K01945;centralny;mazowieckie;Lubowidz;09-304;Artyku³y biurowe;Segregatory;Avery Poly Binder Pockets;7,16;2;0;3,4368
187;PL-2022-086337;œredni;14.07.2022;15.07.2022;standardowy;ma³e pude³ko;osoba fizyczna;Milena Kabaciñska;K01945;centralny;mazowieckie;Lubowidz;09-304;Technologia;Akcesoria;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;176,8;8;0;22,984
188;PL-2022-086337;wysoki;14.07.2022;14.07.2022;ekspresowy;du¿e pude³ko;osoba fizyczna;Anna Kaczmarek;K01945;centralny;mazowieckie;Lubowidz;09-304;Artyku³y biurowe;Magazynowanie;Personal Filing Tote with Lid, Black/Gray;37,224;3;0,2;3,7224
191;PL-2022-086351;krytyczny;22.10.2022;24.10.2022;standardowy;ma³e pude³ko;korporacja;Paulina Kaczmarek;K03010;centralny;mazowieckie;Nowy Duninów;09-505;Technologia;Telefony;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;71,76;6;0;20,0928
192;PL-2022-086351;wysoki;22.10.2022;24.10.2022;standardowy;ma³e pude³ko;korporacja;Szymon Kaczmarek;K03010;centralny;mazowieckie;Nowy Duninów;09-505;Artyku³y biurowe;Papier;Xerox 205;51,84;8;0;24,8832
195;PL-2022-086366;wysoki;02.12.2022;04.12.2022;standardowy;opakowanie;korporacja;Adam Kapski;K00913;centralny;³ódzkie;Pi¹tek;99-120;Artyku³y biurowe;Koperty;Poly String Tie Envelopes;14,28;7;0;6,7116
196;PL-2022-086366;nieokreœlony;02.12.2022;03.12.2022;kolejowy;wielkie pud³o;korporacja;Zbigniew Kapski;K00913;centralny;³ódzkie;Pi¹tek;99-120;Artyku³y biurowe;Sztuka;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;7,408;2;0,2;1,2038
200;PL-2022-086393;niski;02.05.2022;03.05.2022;kolejowy;paleta;korporacja;Roman Karolak;K00393;wschodni;lubelskie;¯ó³kiewka;22-335;Artyku³y biurowe;Papier;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;16,056;3;0,2;5,8203
219;PL-2022-086498;œredni;19.02.2022;22.02.2022;standardowy;opakowanie;korporacja;Natalia Krawczyk;K03165;wschodni;podlaskie;Filipów;16-424;Technologia;Telefony;Adtran 1202752G1;302,376;3;0,2;22,6782
225;PL-2022-086526;œredni;20.04.2022;24.04.2022;standardowy;ma³e pude³ko;korporacja;Pawe³ Kruk;K00119;centralny;³ódzkie;Bia³aczów;26-307;Artyku³y biurowe;Sztuka;Stanley Bostitch Contemporary Electric Pencil Sharpeners;27,168;2;0,2;2,7168
230;PL-2022-086561;œredni;10.06.2022;11.06.2022;standardowy;œrednie pude³ko;biuro;Alicja Kubiak;K00572;po³udniowo-zachodni;dolnoœl¹skie;Bardo;57-256;Meble;Krzes³a;Global Push Button Manager's Chair, Indigo;389,696;8;0,2;43,8408
231;PL-2022-086561;nieokreœlony;10.06.2022;12.06.2022;standardowy;opakowanie;biuro;Jolanta Kucharczyk;K00572;po³udniowo-zachodni;dolnoœl¹skie;Bardo;57-256;Artyku³y biurowe;Segregatory;GBC Instant Index System for Binding Systems;18,648;7;0,7;-12,432
241;PL-2022-086632;nieokreœlony;03.10.2022;06.10.2022;standardowy;ma³e pude³ko;korporacja;Magdalena £ajdych;K02094;wschodni;podkarpackie;Ropczyce;39-100;Technologia;Telefony;PureGear Roll-On Screen Protector;31,984;2;0,2;11,1944
242;PL-2022-086632;krytyczny;03.10.2022;05.10.2022;standardowy;opakowanie;korporacja;Ewelina Machiñska;K02094;wschodni;podkarpackie;Ropczyce;39-100;Meble;Sto³y;KI Conference Tables;177,225;5;0,5;-120,513
245;PL-2022-086644;niski;06.08.2022;06.08.2022;standardowy;ma³e pude³ko;ma³a firma;Katarzyna Majchrzak;K00759;centralny;³ódzkie;Bia³a Rawska;96-230;Meble;Krzes³a;Global Deluxe High-Back Manager's Chair;2001,86;7;0;580,5394
252;PL-2022-086683;œredni;22.06.2022;24.06.2022;standardowy;œrednie pude³ko;osoba fizyczna;Karolina Mañka;K02230;po³udniowy;œl¹skie;¯ory;44-240;Technologia;Akcesoria;Logitech P710e Mobile Speakerphone;3347,37;13;0;636,0003
253;PL-2022-086683;wysoki;22.06.2022;23.06.2022;standardowy;opakowanie;osoba fizyczna;Adrian Marciniec;K02230;po³udniowy;œl¹skie;¯ory;44-240;Artyku³y biurowe;Magazynowanie;Fellowes Personal Hanging Folder Files, Navy;80,58;6;0;22,5624
254;PL-2022-086683;œredni;22.06.2022;25.06.2022;kolejowy;wielkie pud³o;osoba fizyczna;Pawe³ Marciniec;K02230;po³udniowy;œl¹skie;¯ory;44-240;Artyku³y biurowe;Koperty;Tyvek Side-Opening Peel & Seel Expanding Envelopes;361,92;4;0;162,864
259;PL-2022-086715;nieokreœlony;04.06.2022;06.06.2022;kolejowy;wielkie pud³o;biuro;Micha³ Mendelewski;K01446;wschodni;œwiêtokrzyskie;Stopnica;28-130;Technologia;Akcesoria;Sabrent 4-Port USB 2.0 Hub;20,37;3;0;6,9258
263;PL-2022-086718;nieokreœlony;21.02.2022;23.02.2022;standardowy;opakowanie;korporacja;Marta Miko³ajczak;K00245;pó³nocno-zachodni;zachodniopomorskie;Moryñ;74-503;Technologia;Maszyny;Lexmark MX611dhe Monochrome Laser Printer;3059,982;3;0,4;-509,997
268;PL-2022-086761;wysoki;22.05.2022;29.05.2022;standardowy;ma³e pude³ko;osoba fizyczna;Sylwia Musia³;K02417;centralny;mazowieckie;Œwiercze;06-150;Artyku³y biurowe;£¹czniki;Bagged Rubber Bands;7,56;6;0;0,3024
271;PL-2022-086802;niski;16.02.2022;18.02.2022;kolejowy;wielkie pud³o;biuro;Ilona Naro¿na;K03131;pó³nocny;kujawsko-pomorskie;Radziejów;88-200;Artyku³y biurowe;Magazynowanie;Adjustable Depth Letter/Legal Cart;725,84;4;0;210,4936
272;PL-2022-086802;wysoki;16.02.2022;18.02.2022;standardowy;du¿e pude³ko;biuro;Marta Naro¿na;K03131;pó³nocny;kujawsko-pomorskie;Radziejów;88-200;Technologia;Akcesoria;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;209,93;7;0;92,3692
273;PL-2022-086808;nieokreœlony;16.02.2022;18.02.2022;standardowy;ma³e pude³ko;biuro;Agnieszka Nobik;K03174;po³udniowy;ma³opolskie;Zakliczyn;32-406;Meble;Umeblowanie;Regeneration Desk Collection;5,28;3;0;2,3232
274;PL-2022-086808;niski;16.02.2022;17.02.2022;ekspresowy;ma³e pude³ko;biuro;Joanna Nobik;K03173;po³udniowy;œl¹skie;Lubliniec;42-700;Artyku³y biurowe;Segregatory;Presstex Flexible Ring Binders;10,92;3;0,2;4,095
275;PL-2022-086823;œredni;25.08.2022;29.08.2022;standardowy;ma³e pude³ko;biuro;Agnieszka Nowak;K01525;pó³nocno-zachodni;wielkopolskie;Granowo;62-065;Artyku³y biurowe;Papier;"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled";8,82;2;0;4,0572
276;PL-2022-086834;nieokreœlony;21.11.2022;22.11.2022;standardowy;ma³e pude³ko;korporacja;Karolina Nowak;K01432;pó³nocny;pomorskie;Gdynia;81-223;Artyku³y biurowe;Sztuka;Newell 330;5,98;1;0;1,5548
279;PL-2022-086864;nieokreœlony;27.04.2022;28.04.2022;standardowy;opakowanie;korporacja;Katarzyna Okoñska;K03112;po³udniowy;ma³opolskie;Kalwaria Zebrzydowska;34-130;Artyku³y biurowe;Magazynowanie;Eldon Simplefile Box Office;59,712;6;0,2;5,9712
281;PL-2022-086880;nieokreœlony;20.04.2022;20.04.2022;standardowy;ma³e pude³ko;korporacja;Micha³ Olejnik;K02009;wschodni;lubelskie;Tereszpol;23-407;Artyku³y biurowe;Segregatory;Round Ring Binders;2,08;5;0,8;-3,432
282;PL-2022-086880;œredni;20.04.2022;22.04.2022;standardowy;ma³e pude³ko;korporacja;Teresa Osik;K02010;pó³nocno-zachodni;wielkopolskie;Miêdzychód;64-400;Technologia;Telefony;Bose SoundLink Bluetooth Speaker;1114,4;7;0,2;376,11
283;PL-2022-086880;wysoki;20.04.2022;22.04.2022;standardowy;ma³e pude³ko;korporacja;Katarzyna Osika;K02010;pó³nocno-zachodni;wielkopolskie;Miêdzychód;64-400;Meble;Sto³y;"Bevis Round Bullnose 29"" High Table Top";1038,84;5;0,2;51,942
287;PL-2022-086918;wysoki;01.03.2022;03.03.2022;standardowy;opakowanie;biuro;Piotr Owczarzak;K01180;wschodni;œwiêtokrzyskie;Gnojno;28-114;Artyku³y biurowe;Segregatory;GBC VeloBinder Electric Binding Machine;254,058;7;0,7;-169,372
288;PL-2022-086918;œredni;01.03.2022;03.03.2022;standardowy;worek;biuro;Beata Ozimska;K01180;wschodni;œwiêtokrzyskie;Gnojno;28-114;Artyku³y biurowe;Urz¹dzenia;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;194,528;2;0,2;24,316
289;PL-2022-086932;wysoki;02.06.2022;02.06.2022;kolejowy;wielkie pud³o;korporacja;Eliza Ozimska;K02896;wschodni;podlaskie;Micha³owo;16-050;Artyku³y biurowe;Zaopatrzenie;Premier Automatic Letter Opener;961,48;5;0,2;-204,3145
290;PL-2022-086932;krytyczny;02.06.2022;03.06.2022;kolejowy;wielkie pud³o;korporacja;Emilia Ozimska;K02896;wschodni;podlaskie;Micha³owo;16-050;Artyku³y biurowe;£¹czniki;Advantus SlideClip Paper Clips;19,096;7;0,2;6,6836
299;PL-2022-086979;wysoki;17.04.2022;24.04.2022;standardowy;ma³e pude³ko;korporacja;Piotr Perz;K01686;wschodni;œwiêtokrzyskie;Koñskie;26-200;Artyku³y biurowe;Papier;Xerox 223;32,4;5;0;15,552
300;PL-2022-086979;œredni;17.04.2022;21.04.2022;standardowy;ma³e pude³ko;korporacja;Renata Piotrowska;K01686;wschodni;œwiêtokrzyskie;Koñskie;26-200;Artyku³y biurowe;Magazynowanie;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";1082,48;8;0;10,8248
301;PL-2022-086988;wysoki;29.10.2022;02.11.2022;kolejowy;wielkie pud³o;korporacja;Dominika Plewa;K02783;po³udniowy;ma³opolskie;Szczurowa;32-820;Artyku³y biurowe;Papier;Xerox 1939;56,91;3;0;27,3168
302;PL-2022-086993;œredni;19.06.2022;21.06.2022;kolejowy;wielkie pud³o;korporacja;Tomasz P³oczyñski;K03179;pó³nocny;kujawsko-pomorskie;£ubianka;87-152;Meble;Umeblowanie;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;77,6;4;0;38,024
320;PL-2022-087069;wysoki;16.10.2022;19.10.2022;standardowy;ma³e pude³ko;osoba fizyczna;Nadia Siejak;K00304;po³udniowo-zachodni;dolnoœl¹skie;Dobroszyce;56-410;Technologia;Telefony;Panasonic Kx-TS550;275,94;6;0;80,0226
321;PL-2022-087075;wysoki;29.08.2022;30.08.2022;standardowy;opakowanie;korporacja;Lucyna Skrzypczyñska;K02146;pó³nocny;pomorskie;Kosakowo;81-198;Technologia;Akcesoria;NETGEAR N750 Dual Band Wi-Fi Gigabit Router;360;4;0;129,6
323;PL-2022-087095;wysoki;16.02.2022;16.02.2022;standardowy;ma³e pude³ko;korporacja;Justyna Sobczuk;K01414;po³udniowy;œl¹skie;Chybie;43-520;Artyku³y biurowe;£¹czniki;OIC Binder Clips;7,16;2;0;3,58
327;PL-2022-087115;wysoki;06.08.2022;08.08.2022;standardowy;worek;biuro;Jakub Stawiarz;K01068;wschodni;œwiêtokrzyskie;Koprzywnica;27-660;Technologia;Telefony;Aastra 57i VoIP phone;290,898;3;0,4;-67,8762
330;PL-2022-087133;niski;29.12.2022;31.12.2022;kolejowy;paleta;ma³a firma;Renata Strasz;K02026;pó³nocny;pomorskie;Miastko;77-200;Artyku³y biurowe;Etykiety;Round Specialty Laser Printer Labels;100,24;10;0,2;33,831
343;PL-2022-087226;wysoki;20.05.2022;22.05.2022;standardowy;opakowanie;osoba fizyczna;Katarzyna Szymkowiak;K01126;po³udniowy;œl¹skie;Wilamowice;43-330;Artyku³y biurowe;£¹czniki;Staples;30,992;13;0,2;10,0724
344;PL-2022-087226;nieokreœlony;20.05.2022;22.05.2022;standardowy;du¿e pude³ko;osoba fizyczna;Magdalena Talarczyk;K01126;po³udniowy;œl¹skie;Wilamowice;43-330;Technologia;Telefony;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";71,928;12;0,4;8,3916
350;PL-2022-086713;œredni;26.03.2022;29.03.2022;standardowy;ma³e pude³ko;ma³a firma;Tomasz Ulatowski;K01446;wschodni;œwiêtokrzyskie;Stopnica;28-130;Technologia;Akcesoria;Sabrent 4-Port USB 2.0 Hub;6,79;1;0;2,3086
353;PL-2022-087254;œredni;13.07.2022;13.07.2022;standardowy;ma³e pude³ko;biuro;Paulina Wawrzyniak;K01746;pó³nocno-zachodni;wielkopolskie;Z³otów;77-400;Artyku³y biurowe;Papier;Xerox 1881;49,12;4;0;23,0864
354;PL-2022-087271;nieokreœlony;22.11.2022;22.11.2022;standardowy;ma³e pude³ko;korporacja;Agnieszka Wendland;K00981;centralny;mazowieckie;Gózd;26-634;Artyku³y biurowe;Segregatory;GBC DocuBind P400 Electric Binding System;4355,168;4;0,2;1415,4296
360;PL-2022-087293;niski;17.04.2022;18.04.2022;standardowy;ma³e pude³ko;korporacja;Agnieszka Œwierc;K03126;wschodni;podlaskie;Rudka;17-120;Artyku³y biurowe;Urz¹dzenia;Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection;647,84;8;0;168,4384
363;PL-2022-087312;niski;21.03.2022;23.03.2022;standardowy;du¿e pude³ko;biuro;Bartosz W³odarczak;K00095;centralny;³ódzkie;Dobroñ;95-082;Meble;Krzes³a;Global Ergonomic Managers Chair;488,646;3;0,1;86,8704
364;PL-2022-087312;niski;21.03.2022;22.03.2022;standardowy;ma³e pude³ko;biuro;Maciej W³odarczak;K00095;centralny;³ódzkie;Dobroñ;95-082;Artyku³y biurowe;Sztuka;Newell 333;5,56;2;0;1,4456
365;PL-2022-087312;œredni;21.03.2022;22.03.2022;standardowy;ma³e pude³ko;biuro;Przemys³aw W³odarczak;K00095;centralny;³ódzkie;Dobroñ;95-082;Meble;Umeblowanie;Eldon Wave Desk Accessories;47,12;8;0;20,7328
375;PL-2022-087362;krytyczny;06.03.2022;08.03.2022;standardowy;opakowanie;korporacja;Karolina Wylega³a;K00507;pó³nocno-zachodni;zachodniopomorskie;Chojna;74-500;Artyku³y biurowe;Sztuka;Newell 324;9,24;1;0,2;0,924
